"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"01/01/2000","97","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/02/2000","60","PM2.5","Doraville","13-089-2001","AQS"
"01/03/2000","56","PM2.5","Doraville","13-089-2001","AQS"
"01/04/2000","49","PM2.5","Fire Station #8","13-121-0039","AQS"
"01/05/2000","54","PM2.5","Doraville","13-089-2001","AQS"
"01/06/2000","60","PM2.5","Doraville","13-089-2001","AQS"
"01/07/2000","72","PM2.5","Fire Station #8","13-121-0039","AQS"
"01/08/2000","64","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/09/2000","73","PM2.5","Doraville","13-089-2001","AQS"
"01/10/2000","56","PM2.5","Fire Station #8","13-121-0039","AQS"
"01/11/2000","63","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"01/12/2000","103","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"01/13/2000","63","PM2.5","Kennesaw","13-067-0003","AQS"
"01/14/2000","52","PM2.5","South DeKalb","13-089-0002","AQS"
"01/15/2000","69","PM2.5","Doraville","13-089-2001","AQS"
"01/16/2000","67","PM2.5","Fire Station #8","13-121-0039","AQS"
"01/17/2000","62","PM2.5","Doraville","13-089-2001","AQS"
"01/18/2000","74","PM2.5","Doraville","13-089-2001","AQS"
"01/19/2000","70","PM2.5","Fire Station #8","13-121-0039","AQS"
"01/20/2000","52","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/21/2000","57","PM2.5","Doraville","13-089-2001","AQS"
"01/22/2000","67","PM2.5","Not Available","13-121-1001","AQS"
"01/23/2000","104","PM2.5","South DeKalb","13-089-0002","AQS"
"01/24/2000","80","PM2.5","South DeKalb","13-089-0002","AQS"
"01/25/2000","65","PM2.5","Forest Park","13-063-0091","AQS"
"01/26/2000","55","PM2.5","Doraville","13-089-2001","AQS"
"01/27/2000","62","PM2.5","South DeKalb","13-089-0002","AQS"
"01/28/2000","58","PM2.5","Not Available","13-121-1001","AQS"
"01/29/2000","49","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/30/2000","66","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/31/2000","65","PM2.5","South DeKalb","13-089-0002","AQS"
"02/01/2000","76","PM2.5","Doraville","13-089-2001","AQS"
"02/02/2000","67","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/03/2000","89","PM2.5","Fire Station #8","13-121-0039","AQS"
"02/04/2000","65","PM2.5","Doraville","13-089-2001","AQS"
"02/05/2000","66","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/06/2000","90","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"02/07/2000","84","PM2.5","Doraville","13-089-2001","AQS"
"02/08/2000","124","PM2.5","Not Available","13-121-1001","AQS"
"02/09/2000","122","PM2.5","Fire Station #8","13-121-0039","AQS"
"02/10/2000","107","PM2.5","Doraville","13-089-2001","AQS"
"02/11/2000","79","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/12/2000","78","PM2.5","Kennesaw","13-067-0003","AQS"
"02/13/2000","54","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/14/2000","57","PM2.5","South DeKalb","13-089-0002","AQS"
"02/15/2000","60","PM2.5","Forest Park","13-063-0091","AQS"
"02/16/2000","80","PM2.5","Doraville","13-089-2001","AQS"
"02/17/2000","68","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/18/2000","125","PM2.5","Kennesaw","13-067-0003","AQS"
"02/19/2000","61","PM2.5","Doraville","13-089-2001","AQS"
"02/20/2000","58","PM2.5","South DeKalb","13-089-0002","AQS"
"02/21/2000","66","PM2.5","Kennesaw","13-067-0003","AQS"
"02/22/2000","79","PM2.5","Doraville","13-089-2001","AQS"
"02/23/2000","87","PM2.5","South DeKalb","13-089-0002","AQS"
"02/24/2000","77","PM2.5","Gwinnett","13-135-0002","AQS"
"02/25/2000","70","PM2.5","Doraville","13-089-2001","AQS"
"02/26/2000","58","PM2.5","South DeKalb","13-089-0002","AQS"
"02/27/2000","98","PM2.5","Not Available","13-121-1001","AQS"
"02/28/2000","53","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"02/29/2000","77","Ozone","Georgia Station","13-231-9991","AQS"
"03/01/2000","89","PM2.5","Fire Station #8","13-121-0039","AQS"
"03/02/2000","55","PM2.5","Doraville","13-089-2001","AQS"
"03/03/2000","67","PM2.5","South DeKalb","13-089-0002","AQS"
"03/04/2000","76","PM2.5","Fire Station #8","13-121-0039","AQS"
"03/05/2000","63","PM2.5","South DeKalb","13-089-0002","AQS"
"03/06/2000","76","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"03/07/2000","105","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"03/08/2000","150","Ozone","Dawsonville","13-085-0001","AQS"
"03/09/2000","81","PM2.5","Doraville","13-089-2001","AQS"
"03/10/2000","95","PM2.5","South DeKalb","13-089-0002","AQS"
"03/11/2000","48","PM2.5","Doraville","13-089-2001","AQS"
"03/12/2000","45","PM2.5","Doraville","13-089-2001","AQS"
"03/13/2000","63","PM2.5","Fire Station #8","13-121-0039","AQS"
"03/14/2000","80","PM2.5","Doraville","13-089-2001","AQS"
"03/15/2000","72","PM2.5","South DeKalb","13-089-0002","AQS"
"03/16/2000","55","PM2.5","Fire Station #8","13-121-0039","AQS"
"03/17/2000","47","PM2.5","Doraville","13-089-2001","AQS"
"03/18/2000","60","PM2.5","Doraville","13-089-2001","AQS"
"03/19/2000","57","PM2.5","Not Available","13-121-1001","AQS"
"03/20/2000","52","PM2.5","Doraville","13-089-2001","AQS"
"03/21/2000","59","PM2.5","South DeKalb","13-089-0002","AQS"
"03/22/2000","69","PM2.5","Forest Park","13-063-0091","AQS"
"03/23/2000","57","PM2.5","Doraville","13-089-2001","AQS"
"03/24/2000","76","PM2.5","Doraville","13-089-2001","AQS"
"03/25/2000","89","PM2.5","South DeKalb","13-089-0002","AQS"
"03/26/2000","67","Ozone","Georgia Station","13-231-9991","AQS"
"03/27/2000","60","PM2.5","Doraville","13-089-2001","AQS"
"03/28/2000","71","Ozone","Douglasville","13-097-0004","AQS"
"03/29/2000","55","PM2.5","Doraville","13-089-2001","AQS"
"03/30/2000","67","PM2.5","Doraville","13-089-2001","AQS"
"03/31/2000","80","PM2.5","Doraville","13-089-2001","AQS"
"04/01/2000","90","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"04/02/2000","55","PM2.5","Doraville","13-089-2001","AQS"
"04/03/2000","55","PM2.5","Fire Station #8","13-121-0039","AQS"
"04/04/2000","45","Ozone","Douglasville","13-097-0004","AQS"
"04/05/2000","61","Ozone","Douglasville","13-097-0004","AQS"
"04/06/2000","112","Ozone","Dawsonville","13-085-0001","AQS"
"04/07/2000","49","Ozone","Dawsonville","13-085-0001","AQS"
"04/08/2000","57","PM2.5","South DeKalb","13-089-0002","AQS"
"04/09/2000","55","PM2.5","Fire Station #8","13-121-0039","AQS"
"04/10/2000","71","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"04/11/2000","97","PM2.5","E. Rivers School","13-121-0032","AQS"
"04/12/2000","76","PM2.5","Fire Station #8","13-121-0039","AQS"
"04/13/2000","74","PM2.5","South DeKalb","13-089-0002","AQS"
"04/14/2000","66","PM2.5","South DeKalb","13-089-0002","AQS"
"04/15/2000","58","PM2.5","Fire Station #8","13-121-0039","AQS"
"04/16/2000","67","PM2.5","South DeKalb","13-089-0002","AQS"
"04/17/2000","58","PM2.5","South DeKalb","13-089-0002","AQS"
"04/18/2000","58","PM2.5","Kennesaw","13-067-0003","AQS"
"04/19/2000","80","PM2.5","South DeKalb","13-089-0002","AQS"
"04/20/2000","93","Ozone","Dawsonville","13-085-0001","AQS"
"04/21/2000","65","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"04/22/2000","71","PM2.5","South DeKalb","13-089-0002","AQS"
"04/23/2000","64","PM2.5","E. Rivers School","13-121-0032","AQS"
"04/24/2000","64","PM2.5","South DeKalb","13-089-0002","AQS"
"04/25/2000","44","PM2.5","E. Rivers School","13-121-0032","AQS"
"04/26/2000","93","Ozone","Douglasville","13-097-0004","AQS"
"04/27/2000","119","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"04/28/2000","64","Ozone","Dawsonville","13-085-0001","AQS"
"04/29/2000","115","Ozone","Douglasville","13-097-0004","AQS"
"04/30/2000","147","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"05/01/2000","122","Ozone","Dawsonville","13-085-0001","AQS"
"05/02/2000","126","Ozone","McDonough","13-151-0002","AQS"
"05/03/2000","97","Ozone","Dawsonville","13-085-0001","AQS"
"05/04/2000","85","PM2.5","E. Rivers School","13-121-0032","AQS"
"05/05/2000","108","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/06/2000","178","PM2.5","Kennesaw","13-067-0003","AQS"
"05/07/2000","105","Ozone","Gwinnett","13-135-0002","AQS"
"05/08/2000","108","Ozone","Dawsonville","13-085-0001","AQS"
"05/09/2000","90","Ozone","Dawsonville","13-085-0001","AQS"
"05/10/2000","73","PM2.5","E. Rivers School","13-121-0032","AQS"
"05/11/2000","100","Ozone","Dawsonville","13-085-0001","AQS"
"05/12/2000","81","PM2.5","Gwinnett","13-135-0002","AQS"
"05/13/2000","84","Ozone","Gwinnett","13-135-0002","AQS"
"05/14/2000","133","Ozone","McDonough","13-151-0002","AQS"
"05/15/2000","122","Ozone","Newnan","13-077-0002","AQS"
"05/16/2000","136","Ozone","Dawsonville","13-085-0001","AQS"
"05/17/2000","119","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"05/18/2000","133","Ozone","Dawsonville","13-085-0001","AQS"
"05/19/2000","77","Ozone","Dawsonville","13-085-0001","AQS"
"05/20/2000","74","Ozone","Gwinnett","13-135-0002","AQS"
"05/21/2000","63","PM2.5","Fire Station #8","13-121-0039","AQS"
"05/22/2000","80","Ozone","Gwinnett","13-135-0002","AQS"
"05/23/2000","84","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/24/2000","74","Ozone","Dawsonville","13-085-0001","AQS"
"05/25/2000","69","PM2.5","Doraville","13-089-2001","AQS"
"05/26/2000","97","Ozone","Gwinnett","13-135-0002","AQS"
"05/27/2000","77","PM2.5","Doraville","13-089-2001","AQS"
"05/28/2000","61","Ozone","McDonough","13-151-0002","AQS"
"05/29/2000","58","PM2.5","South DeKalb","13-089-0002","AQS"
"05/30/2000","115","Ozone","Douglasville","13-097-0004","AQS"
"05/31/2000","174","Ozone","Douglasville","13-097-0004","AQS"
"06/01/2000","217","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"06/02/2000","192","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"06/03/2000","161","Ozone","McDonough","13-151-0002","AQS"
"06/04/2000","83","PM2.5","E. Rivers School","13-121-0032","AQS"
"06/05/2000","82","PM2.5","Doraville","13-089-2001","AQS"
"06/06/2000","67","Ozone","Georgia Station","13-231-9991","AQS"
"06/07/2000","126","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"06/08/2000","169","Ozone","Kennesaw","13-067-0003","AQS"
"06/09/2000","203","Ozone","Kennesaw","13-067-0003","AQS"
"06/10/2000","202","Ozone","Kennesaw","13-067-0003","AQS"
"06/11/2000","200","Ozone","Kennesaw","13-067-0003","AQS"
"06/12/2000","156","Ozone","Kennesaw","13-067-0003","AQS"
"06/13/2000","101","Ozone","Dawsonville","13-085-0001","AQS"
"06/14/2000","115","Ozone","Gwinnett","13-135-0002","AQS"
"06/15/2000","67","Ozone","Dawsonville","13-085-0001","AQS"
"06/16/2000","37","PM2.5","Doraville","13-089-2001","AQS"
"06/17/2000","54","PM2.5","Kennesaw","13-067-0003","AQS"
"06/18/2000","57","PM2.5","South DeKalb","13-089-0002","AQS"
"06/19/2000","62","PM2.5","Doraville","13-089-2001","AQS"
"06/20/2000","70","PM2.5","Fire Station #8","13-121-0039","AQS"
"06/21/2000","93","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"06/22/2000","152","PM2.5","E. Rivers School","13-121-0032","AQS"
"06/23/2000","174","Ozone","Newnan","13-077-0002","AQS"
"06/24/2000","179","Ozone","Kennesaw","13-067-0003","AQS"
"06/25/2000","71","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"06/26/2000","143","Ozone","Gwinnett","13-135-0002","AQS"
"06/27/2000","90","Ozone","Dawsonville","13-085-0001","AQS"
"06/28/2000","67","PM2.5","Doraville","13-089-2001","AQS"
"06/29/2000","66","PM2.5","Fire Station #8","13-121-0039","AQS"
"06/30/2000","187","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"07/01/2000","206","Ozone","McDonough","13-151-0002","AQS"
"07/02/2000","185","Ozone","Kennesaw","13-067-0003","AQS"
"07/03/2000","195","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"07/04/2000","154","Ozone","McDonough","13-151-0002","AQS"
"07/05/2000","101","Ozone","McDonough","13-151-0002","AQS"
"07/06/2000","161","Ozone","McDonough","13-151-0002","AQS"
"07/07/2000","182","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"07/08/2000","150","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"07/09/2000","115","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"07/10/2000","119","Ozone","United Avenue","13-121-0055","AQS"
"07/11/2000","136","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"07/12/2000","122","Ozone","Kennesaw","13-067-0003","AQS"
"07/13/2000","206","Ozone","McDonough","13-151-0002","AQS"
"07/14/2000","169","Ozone","McDonough","13-151-0002","AQS"
"07/15/2000","119","Ozone","McDonough","13-151-0002","AQS"
"07/16/2000","151","Ozone","McDonough","13-151-0002","AQS"
"07/17/2000","169","Ozone","McDonough","13-151-0002","AQS"
"07/18/2000","218","Ozone","McDonough","13-151-0002","AQS"
"07/19/2000","151","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"07/20/2000","143","Ozone","McDonough","13-151-0002","AQS"
"07/21/2000","166","Ozone","McDonough","13-151-0002","AQS"
"07/22/2000","164","Ozone","South DeKalb","13-089-0002","AQS"
"07/23/2000","97","Ozone","Douglasville","13-097-0004","AQS"
"07/24/2000","126","Ozone","Douglasville","13-097-0004","AQS"
"07/25/2000","71","PM2.5","Doraville","13-089-2001","AQS"
"07/26/2000","140","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"07/27/2000","205","Ozone","Kennesaw","13-067-0003","AQS"
"07/28/2000","208","Ozone","United Avenue","13-121-0055","AQS"
"07/29/2000","105","Ozone","Dawsonville","13-085-0001","AQS"
"07/30/2000","87","Ozone","Gwinnett","13-135-0002","AQS"
"07/31/2000","61","PM2.5","Doraville","13-089-2001","AQS"
"08/01/2000","53","PM2.5","Not Available","13-121-1001","AQS"
"08/02/2000","59","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"08/03/2000","64","PM2.5","Doraville","13-089-2001","AQS"
"08/04/2000","93","Ozone","Douglasville","13-097-0004","AQS"
"08/05/2000","161","Ozone","United Avenue","13-121-0055","AQS"
"08/06/2000","164","Ozone","Gwinnett","13-135-0002","AQS"
"08/07/2000","108","Ozone","Dawsonville","13-085-0001","AQS"
"08/08/2000","90","Ozone","Gwinnett","13-135-0002","AQS"
"08/09/2000","133","Ozone","McDonough","13-151-0002","AQS"
"08/10/2000","216","Ozone","United Avenue","13-121-0055","AQS"
"08/11/2000","129","Ozone","Conyers","13-247-0001","AQS"
"08/12/2000","140","Ozone","Georgia Station","13-231-9991","AQS"
"08/13/2000","150","Ozone","Newnan","13-077-0002","AQS"
"08/14/2000","192","Ozone","Conyers","13-247-0001","AQS"
"08/15/2000","206","Ozone","Georgia Station","13-231-9991","AQS"
"08/16/2000","234","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"08/17/2000","235","Ozone","McDonough","13-151-0002","AQS"
"08/18/2000","177","Ozone","Conyers","13-247-0001","AQS"
"08/19/2000","210","Ozone","United Avenue","13-121-0055","AQS"
"08/20/2000","112","Ozone","Douglasville","13-097-0004","AQS"
"08/21/2000","81","PM2.5","E. Rivers School","13-121-0032","AQS"
"08/22/2000","159","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"08/23/2000","161","Ozone","United Avenue","13-121-0055","AQS"
"08/24/2000","174","Ozone","Conyers","13-247-0001","AQS"
"08/25/2000","140","Ozone","Conyers","13-247-0001","AQS"
"08/26/2000","185","Ozone","Conyers","13-247-0001","AQS"
"08/27/2000","76","PM2.5","Doraville","13-089-2001","AQS"
"08/28/2000","166","Ozone","Conyers","13-247-0001","AQS"
"08/29/2000","174","Ozone","Newnan","13-077-0002","AQS"
"08/30/2000","101","Ozone","Newnan","13-077-0002","AQS"
"08/31/2000","74","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"09/01/2000","72","PM2.5","Doraville","13-089-2001","AQS"
"09/02/2000","59","PM2.5","Doraville","13-089-2001","AQS"
"09/03/2000","63","PM2.5","Not Available","13-121-1001","AQS"
"09/04/2000","71","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"09/05/2000","69","PM2.5","E. Rivers School","13-121-0032","AQS"
"09/06/2000","55","PM2.5","Doraville","13-089-2001","AQS"
"09/07/2000","56","PM2.5","Doraville","13-089-2001","AQS"
"09/08/2000","55","PM2.5","E. Rivers School","13-121-0032","AQS"
"09/09/2000","61","PM2.5","Kennesaw","13-067-0003","AQS"
"09/10/2000","74","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"09/11/2000","69","PM2.5","Doraville","13-089-2001","AQS"
"09/12/2000","108","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"09/13/2000","80","Ozone","Conyers","13-247-0001","AQS"
"09/14/2000","87","PM2.5","Doraville","13-089-2001","AQS"
"09/15/2000","90","Ozone","Georgia Station","13-231-9991","AQS"
"09/16/2000","67","Ozone","Georgia Station","13-231-9991","AQS"
"09/17/2000","56","PM2.5","Doraville","13-089-2001","AQS"
"09/18/2000","59","PM2.5","Forest Park","13-063-0091","AQS"
"09/19/2000","147","Ozone","Dawsonville","13-085-0001","AQS"
"09/20/2000","65","PM2.5","E. Rivers School","13-121-0032","AQS"
"09/21/2000","57","PM2.5","Fire Station #8","13-121-0039","AQS"
"09/22/2000","33","PM2.5","South DeKalb","13-089-0002","AQS"
"09/23/2000","58","PM2.5","Doraville","13-089-2001","AQS"
"09/24/2000","63","PM2.5","Doraville","13-089-2001","AQS"
"09/25/2000","56","PM2.5","South DeKalb","13-089-0002","AQS"
"09/26/2000","40","PM2.5","South DeKalb","13-089-0002","AQS"
"09/27/2000","69","PM2.5","E. Rivers School","13-121-0032","AQS"
"09/28/2000","67","PM2.5","South DeKalb","13-089-0002","AQS"
"09/29/2000","77","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"09/30/2000","71","PM2.5","Kennesaw","13-067-0003","AQS"
"10/01/2000","74","PM2.5","South DeKalb","13-089-0002","AQS"
"10/02/2000","72","PM2.5","Doraville","13-089-2001","AQS"
"10/03/2000","101","PM2.5","Fire Station #8","13-121-0039","AQS"
"10/04/2000","101","Ozone","Kennesaw","13-067-0003","AQS"
"10/05/2000","93","Ozone","Dawsonville","13-085-0001","AQS"
"10/06/2000","79","PM2.5","Fire Station #8","13-121-0039","AQS"
"10/07/2000","54","PM2.5","South DeKalb","13-089-0002","AQS"
"10/08/2000","51","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/09/2000","54","PM2.5","Forest Park","13-063-0091","AQS"
"10/10/2000","56","PM2.5","Doraville","13-089-2001","AQS"
"10/11/2000","68","PM2.5","Doraville","13-089-2001","AQS"
"10/12/2000","77","PM2.5","Fire Station #8","13-121-0039","AQS"
"10/13/2000","90","Ozone","Georgia Station","13-231-9991","AQS"
"10/14/2000","108","Ozone","Douglasville","13-097-0004","AQS"
"10/15/2000","97","Ozone","Douglasville","13-097-0004","AQS"
"10/16/2000","115","Ozone","Georgia Station","13-231-9991","AQS"
"10/17/2000","115","Ozone","Georgia Station","13-231-9991","AQS"
"10/18/2000","99","PM2.5","Not Available","13-121-1001","AQS"
"10/19/2000","78","PM2.5","Doraville","13-089-2001","AQS"
"10/20/2000","71","Ozone","Georgia Station","13-231-9991","AQS"
"10/21/2000","159","PM2.5","Doraville","13-089-2001","AQS"
"10/22/2000","89","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/23/2000","117","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/24/2000","125","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"10/25/2000","115","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"10/26/2000","110","PM2.5","Doraville","13-089-2001","AQS"
"10/27/2000","147","PM2.5","Not Available","13-121-1001","AQS"
"10/28/2000","111","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/29/2000","79","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/30/2000","105","PM2.5","Fire Station #8","13-121-0039","AQS"
"10/31/2000","98","PM2.5","South DeKalb","13-089-0002","AQS"
"11/01/2000","92","PM2.5","South DeKalb","13-089-0002","AQS"
"11/02/2000","134","PM2.5","Forest Park","13-063-0091","AQS"
"11/03/2000","130","PM2.5","Doraville","13-089-2001","AQS"
"11/04/2000","151","PM2.5","Doraville","13-089-2001","AQS"
"11/05/2000","167","PM2.5","Fire Station #8","13-121-0039","AQS"
"11/06/2000","85","PM2.5","Doraville","13-089-2001","AQS"
"11/07/2000","97","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/08/2000","111","PM2.5","Gwinnett","13-135-0002","AQS"
"11/09/2000","54","PM2.5","Doraville","13-089-2001","AQS"
"11/10/2000","43","PM2.5","Kennesaw","13-067-0003","AQS"
"11/11/2000","119","PM2.5","Not Available","13-121-1001","AQS"
"11/12/2000","79","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/13/2000","88","PM2.5","Doraville","13-089-2001","AQS"
"11/14/2000","144","PM2.5","Forest Park","13-063-0091","AQS"
"11/15/2000","57","PM2.5","South DeKalb","13-089-0002","AQS"
"11/16/2000","72","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/17/2000","58","PM2.5","Fire Station #8","13-121-0039","AQS"
"11/18/2000","69","PM2.5","Doraville","13-089-2001","AQS"
"11/19/2000","66","PM2.5","Doraville","13-089-2001","AQS"
"11/20/2000","54","PM2.5","Doraville","13-089-2001","AQS"
"11/21/2000","48","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/22/2000","63","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/23/2000","75","PM2.5","Fire Station #8","13-121-0039","AQS"
"11/24/2000","74","PM2.5","Doraville","13-089-2001","AQS"
"11/25/2000","56","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/26/2000","63","PM2.5","Fire Station #8","13-121-0039","AQS"
"11/27/2000","69","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/28/2000","68","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/29/2000","89","PM2.5","Fire Station #8","13-121-0039","AQS"
"11/30/2000","56","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/01/2000","87","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"12/02/2000","80","PM2.5","Kennesaw","13-067-0003","AQS"
"12/03/2000","62","PM2.5","Doraville","13-089-2001","AQS"
"12/04/2000","71","PM2.5","Doraville","13-089-2001","AQS"
"12/05/2000","88","PM2.5","Fire Station #8","13-121-0039","AQS"
"12/06/2000","72","PM2.5","South DeKalb","13-089-0002","AQS"
"12/07/2000","78","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/08/2000","113","PM2.5","Fire Station #8","13-121-0039","AQS"
"12/09/2000","75","PM2.5","Doraville","13-089-2001","AQS"
"12/10/2000","98","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/11/2000","95","PM2.5","Fire Station #8","13-121-0039","AQS"
"12/12/2000","53","PM2.5","Doraville","13-089-2001","AQS"
"12/13/2000","55","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/14/2000","71","PM2.5","Gwinnett","13-135-0002","AQS"
"12/15/2000","69","PM2.5","Doraville","13-089-2001","AQS"
"12/16/2000","66","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/17/2000","80","PM2.5","Not Available","13-121-1001","AQS"
"12/18/2000","71","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/19/2000","70","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/20/2000","83","PM2.5","Fire Station #8","13-121-0039","AQS"
"12/21/2000","80","PM2.5","Doraville","13-089-2001","AQS"
"12/22/2000","55","PM2.5","Doraville","13-089-2001","AQS"
"12/23/2000","106","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/24/2000","69","PM2.5","South DeKalb","13-089-0002","AQS"
"12/25/2000","55","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/26/2000","64","PM2.5","Fire Station #8","13-121-0039","AQS"
"12/27/2000","47","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"12/28/2000","32","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"12/29/2000","71","PM2.5","Fire Station #8","13-121-0039","AQS"
"12/30/2000","56","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/31/2000","56","PM2.5","Doraville","13-089-2001","AQS"
"01/01/2001","65","PM2.5","Gwinnett","13-135-0002","AQS"
"01/02/2001","152","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/03/2001","77","PM2.5","Fire Station #8","13-121-0039","AQS"
"01/04/2001","153","PM2.5","Fire Station #8","13-121-0039","AQS"
"01/05/2001","76","PM2.5","South DeKalb","13-089-0002","AQS"
"01/06/2001","60","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/07/2001","91","PM2.5","Fire Station #8","13-121-0039","AQS"
"01/08/2001","70","PM2.5","Doraville","13-089-2001","AQS"
"01/09/2001","55","PM2.5","Doraville","13-089-2001","AQS"
"01/10/2001","99","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"01/11/2001","126","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/12/2001","72","PM2.5","South DeKalb","13-089-0002","AQS"
"01/13/2001","78","PM2.5","Doraville","13-089-2001","AQS"
"01/14/2001","66","PM2.5","Doraville","13-089-2001","AQS"
"01/15/2001","63","PM2.5","Doraville","13-089-2001","AQS"
"01/16/2001","67","PM2.5","Fire Station #8","13-121-0039","AQS"
"01/17/2001","85","PM2.5","Doraville","13-089-2001","AQS"
"01/18/2001","80","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/19/2001","55","PM2.5","Fire Station #8","13-121-0039","AQS"
"01/20/2001","51","PM2.5","Doraville","13-089-2001","AQS"
"01/21/2001","58","PM2.5","South DeKalb","13-089-0002","AQS"
"01/22/2001","78","PM2.5","Fire Station #8","13-121-0039","AQS"
"01/23/2001","106","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/24/2001","65","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/25/2001","63","PM2.5","Forest Park","13-063-0091","AQS"
"01/26/2001","63","PM2.5","South DeKalb","13-089-0002","AQS"
"01/27/2001","66","PM2.5","Doraville","13-089-2001","AQS"
"01/28/2001","106","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"01/29/2001","73","PM2.5","Doraville","13-089-2001","AQS"
"01/30/2001","42","Ozone","Georgia Station","13-231-9991","AQS"
"01/31/2001","52","PM2.5","Fire Station #8","13-121-0039","AQS"
